Sentence,Sentence#
"The pc was printing fine until I disconnected it from the LAN and used it wireless.",11870
"When I reconnected it to the LAN, it cannot find the printer.",11871
"My apple devices still print fine.",11872
"Re: My pc was printing fine to the mx922 until i disconnected the pc from the LAN connection. - Hi HDdude, We recommend reinstalling the drivers on your PC to try and get it working with your LAN again.",11873
"Please click here to go to the Drivers and Software page for the PIXMA MX922.",11874
"Once on the initial download page for your model, please do the following: 1.",11875
"Verify that the operating system detected in the ""OPERATING SYSTEM"" drop-down menu is correct, and if it is not, please click the drop-down menu to select your operating system.",11876
"2.",11877
"Next, please click on the red arrow next to the ""RECOMMENDED DOWNLOADS"" section and click the MINI MASTER SETUP file.",11878
"When you do, a red DOWNLOAD button will appear.",11879
"Please click on the checkbox below the DOWNLOAD button, then click the red DOWNLOAD button to begin the download.",11880
"The time for the download process may vary depending on the speed of your Internet connection and the size of the file being downloaded.",11881
"Once you have downloaded the file, please double-click on it and follow the prompts to reinstall the printer.",11882
"Hope this helps!",11883
"This didn't answer your question or issue?",11884
"Please call or email us using one of the methods on the Contact Us page for further assistance.",11885
"Did this answer your question?",11886
"Please click the Accept as Solution button so that others may find the answer as well.",11887
"Re: My MX922 now wants to print from the top cassette tray.",11888
"How can I make it print from only bottom - IPad, using the AirPrint feature (which was the main reason I bought this printer).",11889
"It has worked perfectly for several months I don't know why this morning it changed.",11890
"Ethel",11891
"Today my MX 922 decided it needs to print from the top tray.",11892
"There is no paper in the top tray and I don't want to use the top tray.",11893
"I want it to use the bottom tray as it always has until today.",11894
"Setup shows that it is set to use the bottom tray but whenever I actually try and print anything from any program the printer provides an error message indicating I need to add paper to the top tray.",11895
"Help!!",11896
"Re: My MX922 now wants to print from the top cassette tray.",11897
"How can I make it print from only bottom - Hi!",11898
"To ensure the most accurate information is provided, we will need to know the version of Windows or Mac in use.",11899
"If this is a time-sensitive matter, our US-based technical support team is standing by, ready to help 24/7 via Email at http://bit.ly/EmailCanon or by phone at 1-800-OK-CANON (1-800-652-2666) weekdays between 10 AM and 10 PM ET (7 AM to 7 PM PT).",11900
"Thanks and have a great day!",11901
"I'm having the same issue however this didn't resolve my problem.",11902
"The telephone wires are securely connected.",11903
"I receive a dial tone when I press the hook button.",11904
"I tried faxing 10 pages but only 6 went through.",11905
"The result on my ERROR TX REPORT reads NG.",11906
"What are your suggestions to fix this error?",11907
"Hello.",11908
"Check to make sure that the phone cord is connected properly.",11909
"The cord that is coming from your wall jack or line source should be connected to the 'L' or 'Line' jack on the printer.",11910
"If you continue to have difficulties, please contact our support group using the ""Contact Us"" link below for additional assistance.",11911
"This didn't answer your question or issue?",11912
"Find more help at Contact Us.",11913
"Did this answer your question?",11914
"Please click the Accept as Solution button so that others may find the answer as well.",11915
"MX922 Unable to send fax.",11916
"Incomplete transmission results ng...Help",11917
"On my PIXMA MX922 main menu on my laptop screen, the SCAN bar is empty, no options for any kind of scan.",11918
"However, on my PC screen, the Quick Menu and Main Menu work fine, I have full scan and print options.",11919
"The PC, laptop and printer are all on my home wireless network.",11920
"I've uninstalled and reinstalled all the printer drivers and software on the laptop (except Image Garden, which I don't think is required), the SCAN bar is still empty.",11921
